email	household_type	footage	heating_temp	cooling_temp	postal_code	utilities
pwaycott@zathunicon.com	house	602	74	72	64505	Electric
pweight@warephase.com	house	1100			22664	Electric,Gas,Fuel Oil
pwenner@plexzap.com	house	826	69		67628	Gas,Steam,Fuel Oil
pwesterbeck@funholding.com	apartment	399	76	74	98832	Gas
pzagen@sunnamplex.com	apartment	2254		73	87007	
pzurcher@faxquote.com	house	1303	76	71	76930	Gas
pzurcher@xx-holding.com	townhome	501	69		90294	Electric,Fuel Oil
qdiestel@mathtouch.com	house	798	70	70	12922	Electric,Gas
qdilliard@finhigh.com	apartment	1219	76		74471	Electric
qfallick@fasehatice.com	townhome	1779	72		84634	Gas
qflosi@domzoom.com	apartment	2994	76	73	46243	Electric
qfortino@plusstrip.com	house	824	66	71	19475	Electric,Gas,Fuel Oil
qhagele@dalttechnology.com	house	1244	68		06467	
qharnos@condax.com	townhome	735	71		60109	Gas,Fuel Oil
qiturbide@fasehatice.com	apartment	518	69	72	90662	Steam
qjurney@bioholding.com	apartment	1110	73	72	08862	Electric,Gas
qkiel@streethex.com	house	4723	67		99204	
qkippley@j-texon.com	apartment	451	71		54139	Electric,Gas
qlother@plussunin.com	apartment	388	71	72	99729	
qlouissant@sumace.com	condominium	67	76		28564	
qmcrae@domzoom.com	apartment	823	70	74	31718	Gas
qneither@domzoom.com	house	2420	73		75711	Electric
qpapasergi@stanredtax.com	apartment	2238	74		48855	Gas
qschmierer@hatfan.com	house	994	76	71	16685	
qstaback@hatfan.com	condominium	1485			29926	
qzepp@ganjaflex.com	house	3020	69	74	43787	Electric,Gas
rabdallah@donquadtech.com	mobile_home	815	70		04048	Electric
racey@yearin.com	house	2572			22742	Electric,Gas
rahle@bioholding.com	condominium	672	74	68	41083	Gas
ralbares@nam-zim.com	apartment	696	76		13626	Electric,Gas
ralbares@y-corporation.com	apartment	1169	68		66402	Electric
ramyot@isdom.com	townhome	1737	68	69	63061	Electric,Steam,Fuel Oil
rankeny@nam-zim.com	townhome	685	78	75	55145	Fuel Oil
rarceo@blackzim.com	townhome	832	77	73	01256	
raredondo@faxquote.com	house	746	66	75	19001	
raredondo@labdrill.com	apartment	982	74		96774	Electric
raredondo@statholdings.com	apartment	67		74	15038	
raredondo@toughzap.com	townhome	108	72	74	62260	Electric
rauber@konex.com	apartment	959	72	68	33586	Electric,Gas
rauffrey@plussunin.com	house	728	76	73	70149	Gas
rbachman@sumace.com	condominium	1841	69		88518	
rbarfield@rundofase.com	apartment	45			77072	Fuel Oil
rbatman@streethex.com	townhome	1164	73	76	41216	Electric,Gas
rbenimadho@rangreen.com	house	1973	72	72	87046	Gas
rbergesen@kinnamplus.com	townhome	1680	76	75	76070	Electric,Gas
rbergesen@singletechno.com	house	686	66		11422	
rberray@dontechi.com	condominium	1137	76		66112	Gas,Fuel Oil
rbevelacqua@betatech.com	townhome	1331	69		63881	Electric,Steam,Fuel Oil
rbevelacqua@sumace.com	house	643	69	72	42020	Electric,Gas
rbiddy@konmatfix.com	house	2333			43566	Gas
rbiddy@plexzap.com	house	735	75	72	53783	
rbiddy@zathunicon.com	house	129	68	72	15617	Electric
rbirkner@plusstrip.com	condominium	1235	68	75	26524	Electric
rbirkner@scottech.com	house	747		73	52338	Electric,Gas,Steam
rblackwood@zumgoity.com	townhome	1614		71	99684	Electric,Gas,Steam
rbolognia@finhigh.com	condominium	2634	70	74	75440	Electric
rborgman@toughzap.com	mobile_home	176	72	71	44905	
rbowley@rangreen.com	townhome	1114		72	67047	Fuel Oil
rbrachle@betasoloin.com	apartment	1063	75	73	01009	Electric
rbreland@faxquote.com	apartment	1711	76	72	68759	Electric
rbriddick@donware.com	house	623	76	69	53268	Gas
rbrideau@iselectrics.com	townhome	1135	75	69	44072	Gas
rbrideau@j-texon.com	house	731	67		78768	Electric
rbrideau@y-corporation.com	house	1814			20758	Gas,Fuel Oil
rbrossart@gogozoom.com	townhome	2109			98035	Electric
rbrucato@faxquote.com	house	280	76	75	39901	
rbrucato@sonron.com	apartment	1549	71	73	02802	Electric
rbrucato@streethex.com	townhome	2235	77	72	53589	Electric,Gas
rbrucato@toughzap.com	apartment	1038	71	69	77060	Electric,Gas
rbubash@scotfind.com	house	1353	73	70	23062	Electric,Gas
rbuvens@codehow.com	townhome	756			60021	Electric
rbuvens@dalttechnology.com	house	1387	74	72	72366	Gas
rcallaro@groovestreet.com	condominium	1350	76		45052	Steam
rcandlish@treequote.com	house	1031		74	61107	Electric
rcantres@silis.com	house	5033	72	73	66636	Electric
rcantres@sonron.com	apartment	1148	72	74	67512	Gas
rcartan@opentech.com	mobile_home	471	70	75	58782	Electric,Gas
rcentini@bioplex.com	house	1571	69	73	20310	Electric
rchaffins@condax.com	condominium	793	68	74	63964	Gas
rchavous@dontechi.com	apartment	361	72	74	20534	
rchickering@gogozoom.com	house	1688	75	75	58351	Gas
rchickering@rantouch.com	condominium	402	76		83001	
rcorrio@newex.com	apartment	434	72	73	74355	Electric
rcousey@dontechi.com	condominium	49	75		79430	Steam
rcoyier@finhigh.com	apartment	742	75	73	07938	Gas,Fuel Oil
rcronauer@newex.com	house	1635	72	70	59745	Electric
rcrupi@condax.com	apartment	1470		71	37642	Electric
rcrupi@sunnamplex.com	house	881		71	32060	Electric,Gas
rdemesa@finjob.com	apartment	1108	69	72	62336	Electric
rdenooyer@hatfan.com	apartment	1177	67	73	98448	Gas
rdenooyer@openlane.com	house	2651	74		27695	Gas,Steam
rdenooyer@plexzap.com	condominium	1725		72	48049	Electric,Gas
rdenooyer@rundofase.com	house	732	76		08253	Gas
rdevreese@yearin.com	house	1245	76		59064	Gas
rdewar@j-texon.com	apartment	1160	71		48857	Fuel Oil
rdhamer@golddex.com	condominium	1438	73	72	58763	Electric
rdickerson@blackzim.com	apartment	527	72		42786	
rdickerson@groovestreet.com	house	3174	72	74	48859	Electric,Gas,Fuel Oil
rdilliard@year-job.com	house	207	65	72	56350	
rdinos@scotfind.com	mobile_home	210	64	72	24448	Electric,Gas,Fuel Oil
rdorshorst@labdrill.com	apartment	912	70	75	85610	Gas
rdrymon@gogozoom.com	apartment	477	72	75	54017	Electric,Fuel Oil
reanes@toughzap.com	apartment	1114	72		51546	Electric,Gas
rehmann@bioholding.com	house	1871	65		01741	Electric,Fuel Oil
rehmann@fasehatice.com	townhome	2229		76	95050	Electric,Gas,Fuel Oil
remigh@condax.com	apartment	476	74		68869	Electric,Gas
remigh@treequote.com	condominium	2067	76		92407	Fuel Oil
rennaco@bioholding.com	apartment	1364	76	71	87011	Electric,Gas
reroman@y-corporation.com	house	1177	70	75	94820	Electric,Fuel Oil
reschberger@streethex.com	house	1324	66		37376	Electric
rfeichtner@betasoloin.com	house	109	65		40324	
rfeichtner@zotware.com	house	1342	70		63557	Electric
rfelger@dambase.com	house	1977	73	70	34451	Electric,Gas
rfern@iselectrics.com	condominium	1156	73		15628	Electric,Gas
rfigeroa@streethex.com	townhome	1122			17859	
rfillingim@konex.com	house	2030	73	75	07090	Electric,Gas,Steam
rflister@fasehatice.com	house	2637		73	62856	
rfoller@faxquote.com	townhome	537	70		86551	Electric,Gas
rfrancescon@dambase.com	townhome	64	72	69	81079	Electric,Gas
rfrankel@cancity.com	apartment	57	70	72	47024	Electric
rfrey@condax.com	house	782		74	56313	Electric
rgabisi@fasehatice.com	apartment	87	76	73	72613	Electric
rgalam@labdrill.com	townhome	512	74		30428	
rgarufi@xx-holding.com	house	76	78		02127	Gas
rgehrett@konex.com	house	639	73	72	56035	
rgellinger@stanredtax.com	house	1696	71		06776	
rgellinger@sunnamplex.com	apartment	562	73	73	11794	Electric,Fuel Oil
rgesick@kan-code.com	condominium	480	70		48610	Electric,Gas
rgibes@finhigh.com	house	1351	75		84910	
rgibes@opentech.com	apartment	1778	72		43920	Electric
rglick@xx-zobam.com	apartment	398	70		03060	Electric,Gas
rgochal@hottechi.com	apartment	2370	75	71	21672	Electric,Gas
rgood@labdrill.com	apartment	49	68		67543	Gas
rgood@nam-zim.com	townhome	2912			44035	Electric,Gas
rhalter@ganjaflex.com	townhome	740	70	71	24818	Electric,Gas
rhalter@konmatfix.com	house	1264	68		33432	Gas,Steam
rhanafan@ontomedia.com	apartment	744	76	73	00606	Gas
rharnos@lexiqvolax.com	house	925	76	70	70165	
rharoldson@labdrill.com	apartment	891	74		44331	Gas
rharoldson@plexzap.com	house	1273	73	72	91606	
rharoldson@yearin.com	house	1971		74	19941	Electric
rhauenstein@rangreen.com	mobile_home	370	68	76	85211	
rhaufler@faxquote.com	apartment	741	70		25423	Electric,Steam
rhaufler@ron-tech.com	townhome	1899	71	72	01702	Electric,Gas,Steam
rhaufler@sonron.com	apartment	407	75		96786	Steam
rhaufler@stanredtax.com	apartment	609	65		49501	Fuel Oil
rheimann@konex.com	house	1355			83286	Electric,Steam
rheintzman@silis.com	house	689	69	76	50950	Gas
rhengel@yearin.com	house	215	73		72629	Electric
rhiatt@warephase.com	apartment	1052	68		91401	Electric,Gas
rhiatt@zathunicon.com	apartment	771	71	72	78349	Gas
rhirpara@newex.com	townhome	686	73	72	00917	
rhochard@plussunin.com	house	1602	71	75	52233	Gas
rhollack@labdrill.com	condominium	1485	74	72	14214	
rhoogland@hottechi.com	mobile_home	192	68		90037	Electric,Gas
rhughey@zoomit.com	mobile_home	156	68	76	76538	Electric,Gas
rinouye@betasoloin.com	townhome	132	68	72	63431	Gas,Fuel Oil
rinouye@rundofase.com	townhome	2508	69	75	04541	Electric,Steam
rjacobos@sunnamplex.com	condominium	1421	68		47465	Electric,Gas,Fuel Oil
rjayson@scottech.com	house	1809	70		38960	Electric,Steam
rjulia@streethex.com	house	827	74		47136	Fuel Oil
rjuvera@xx-holding.com	house	999	71	69	95433	
rkaniecki@openlane.com	apartment	366	73	73	20876	Electric
rkeneipp@konex.com	apartment	996	74	71	71434	
rketelsen@j-texon.com	apartment	45	76	72	91759	
rkippley@y-corporation.com	apartment	1105	75	72	46410	Gas,Fuel Oil
rkippley@zotware.com	house	1949	68		68461	Electric,Fuel Oil
rklang@rangreen.com	townhome	997	74		79768	Electric,Steam
rkoppinger@newex.com	house	3398	74	70	10914	Electric,Gas
rkulzer@golddex.com	apartment	1003	67	69	83542	Electric,Gas
rkusko@finhigh.com	townhome	131	68	74	52219	
rlacovara@green-plus.com	apartment	1393	72		16215	
rlary@iselectrics.com	house	1280	74		77027	Gas
rlary@j-texon.com	apartment	1199		76	12481	Electric,Gas
rlawler@conecom.com	apartment	767			18616	Electric
rlawler@lexiqvolax.com	house	124	76	71	78953	Electric
rlayous@conecom.com	apartment	753		70	36505	
rleto@cancity.com	house	707	73	75	29831	Electric
rlietz@betatech.com	apartment	898	70	74	48073	Electric,Steam
rlietz@donquadtech.com	mobile_home	49	69	69	77661	Gas,Fuel Oil
rlietz@isdom.com	condominium	2253	76	73	50590	Electric,Gas
rlietz@nam-zim.com	house	465	74		51008	Electric
rlietz@statholdings.com	house	1503	69	75	95173	Electric,Gas
rlimmel@singletechno.com	apartment	1268	76	70	54110	
rlinahan@betasoloin.com	townhome	1451	75		26591	Gas,Steam
rlindall@ron-tech.com	house	2052	74		54858	Electric
rlizama@zotware.com	apartment	1381	74	72	06062	Gas
rlungren@conecom.com	apartment	367	70		64682	Electric
rmai@kinnamplus.com	apartment	1188	78		19052	Gas,Steam
rmalet@toughzap.com	apartment	525	74	75	58479	Electric,Gas
rmallett@rantouch.com	apartment	77	71	69	44044	
rmalvin@betatech.com	townhome	639	71	71	34477	Electric
rmarrier@treequote.com	mobile_home	191	76		04863	
rmartabano@plexzap.com	apartment	2424	71	73	30263	Gas
rmccullan@ontomedia.com	townhome	545	76	71	24101	Electric,Gas
rmconnell@conecom.com	house	2348			78229	
rmeinerding@toughzap.com	house	2097	69	68	60434	Electric
rmenter@inity.com	condominium	1820		72	97491	Electric
rmerced@doncon.com	house	2205	76	70	49088	Electric
rmerced@kinnamplus.com	townhome	944	68	69	78739	Fuel Oil
rmonarrez@lexiqvolax.com	house	1066	75		56123	Fuel Oil
rmonarrez@sonron.com	condominium	2366		75	49322	Gas,Fuel Oil
rmonterrubio@funholding.com	mobile_home	198	73		74536	Electric
rmonterrubio@iselectrics.com	mobile_home	244		73	30641	
rmorocco@donquadtech.com	house	2050		72	77252	Electric,Fuel Oil
rmunns@streethex.com	apartment	1204	71		38146	Electric,Gas
rnachor@ron-tech.com	townhome	790	76		73644	Electric
rnayar@iselectrics.com	house	1834	76		54886	Electric
rnestle@rundofase.com	townhome	2729	68		57644	Gas
rnestle@scotfind.com	house	1539	73		94971	Electric,Gas
rnunlee@labdrill.com	house	1696	76	75	19426	
rogg@ontomedia.com	townhome	1272	69	71	29716	Electric,Gas
roldroyd@fasehatice.com	house	1052	65	71	43756	Electric,Gas
rostolaza@finjob.com	condominium	1446	75		37242	Electric,Gas
rostrosky@stanredtax.com	apartment	498	69	69	46988	
rpaa@mathtouch.com	condominium	1138	72	71	25711	Gas
rpadilla@plusstrip.com	house	1101	72	70	18021	Electric
rpagliuca@bioplex.com	apartment	272	73		47344	Electric,Gas
rpagliuca@j-texon.com	townhome	1157	69		68781	Electric,Gas
rpagliuca@konmatfix.com	apartment	469	76	71	06109	Steam
rpapasergi@labdrill.com	condominium	978	72	76	70640	
rpaskin@silis.com	townhome	3505	70		45631	Fuel Oil
rpaulas@statholdings.com	mobile_home	19	72	76	85230	Electric,Gas
rpelkowski@golddex.com	apartment	1190	68	73	29938	Electric
rperin@codehow.com	house	1383		72	45329	Gas
rperin@scottech.com	house	2621	75	68	63139	
rperruzza@green-plus.com	apartment	712		72	20557	Electric
rpoquette@bioholding.com	house	719	71	72	49746	Electric,Gas
rpugh@gogozoom.com	apartment	1402	66	72	75470	Gas
rragel@bioholding.com	townhome	1220	70	70	01541	Gas
rragel@dalttechnology.com	apartment	372	70		77217	Electric
rragel@silis.com	townhome	1253		74	19958	Electric,Gas
rrhoden@scottech.com	apartment	718	69	75	77070	Electric,Gas
rrhoden@y-corporation.com	apartment	1231	69	73	87417	
rrhoden@zoomit.com	house	988	75	72	43356	Electric,Steam
rrhym@ontomedia.com	apartment	870	69		10705	Electric,Steam
rriopelle@silis.com	house	1319		70	99580	Gas
rrodeigues@toughzap.com	apartment	861	72		93457	Gas
rrodenberger@statholdings.com	house	936	71	74	85641	Electric,Steam
rrulapaugh@xx-holding.com	apartment	689		75	64014	
rsaras@condax.com	house	824	71		01821	Electric
rsawchuk@green-plus.com	apartment	498	73	69	29151	Electric,Gas,Steam
rsawchuk@openlane.com	townhome	1879	72	69	69154	Steam
rschemmer@ganjaflex.com	apartment	135	75	74	99506	Electric
rscheyer@scotfind.com	house	675	72	69	28657	Electric,Gas
rschieler@donware.com	house	775		70	06250	Electric,Gas
rscipione@codehow.com	house	1296	74	75	75418	Electric
rscriven@isdom.com	house	650	73	73	99694	Gas,Steam
rshadrick@ron-tech.com	house	794	70		95838	Electric,Gas,Fuel Oil
rshin@golddex.com	apartment	1151	75	72	38328	
rsilvestrini@hatfan.com	apartment	704	71	71	73642	Electric,Gas,Steam,Fuel Oil
rskulski@dontechi.com	apartment	437	64	73	98599	Electric,Gas
rstaback@faxquote.com	mobile_home	166	71	74	92316	Electric,Gas,Steam,Fuel Oil
rsteffensmeier@xx-holding.com	house	2064	69	69	32508	Steam
rsteier@labdrill.com	house	1164	72	72	10308	Electric
rstem@inity.com	house	1300		71	80302	
rstenseth@j-texon.com	house	934	68	70	92354	Electric
rstoltzman@j-texon.com	apartment	885	67		20866	Steam,Fuel Oil
rstoltzman@y-corporation.com	townhome	1277	69	70	15423	
rstorment@yearin.com	townhome	120		71	44816	Gas
rstrassner@goodsilron.com	condominium	584			80329	Fuel Oil
rstuer@bioplex.com	house	3065	72	71	33911	
rstuer@zumgoity.com	house	2283	70	74	91214	
rsturiale@funholding.com	apartment	748	69		43013	Electric
rsturiale@y-corporation.com	apartment	1308	76	74	39480	Electric,Fuel Oil
rsuell@y-corporation.com	apartment	670	77		21529	
rsuffield@faxquote.com	apartment	43	74	75	45317	
rswayze@conecom.com	house	1527	72		20544	Electric
rswayze@fasehatice.com	apartment	884	74	73	42402	Electric,Gas
rsweely@zoomit.com	mobile_home	322	75	68	17872	
rtegarden@scottech.com	townhome	881	76	74	48153	Gas
rtegarden@silis.com	apartment	819	70	70	32147	Electric,Gas
rtheodorov@openlane.com	apartment	1374		73	02861	Fuel Oil
rtheodorov@streethex.com	house	1509		73	49126	Electric,Gas
rtillotson@doncon.com	apartment	517		74	16018	Electric,Fuel Oil
rtimenez@plexzap.com	condominium	710		72	52332	Electric,Gas
rtoelkes@konmatfix.com	apartment	133	68		37887	Electric
rtolfree@finjob.com	townhome	721	74		92709	Fuel Oil
rtomblin@faxquote.com	house	1376	70	72	18701	
rtoyama@dontechi.com	townhome	1575			57262	Electric,Gas
rtromblay@yearin.com	apartment	440	72	74	29071	
rvanausdal@lexiqvolax.com	apartment	952	66		41397	Electric,Gas
rvanausdal@toughzap.com	house	1451	75	73	84322	Steam
rvanheusen@cancity.com	house	1295	76		44033	Electric,Gas
rvarriano@betasoloin.com	apartment	779	75	74	45145	Electric,Fuel Oil
rventura@condax.com	townhome	1754	68	72	18631	Fuel Oil
rvinning@gogozoom.com	house	2182	76	72	52650	
rvonasek@groovestreet.com	apartment	606	68	72	40256	Electric,Gas
rvonasek@newex.com	house	2288	76	75	39302	Gas
rvonasek@sumace.com	apartment	767	67	76	60037	
rwalthall@gogozoom.com	house	1461	71	73	13698	
rwaycott@j-texon.com	townhome	871	71	70	79565	Fuel Oil
rwenzinger@zathunicon.com	house	1134	74	72	31303	Electric,Fuel Oil
rwhobrey@hottechi.com	condominium	655	75	74	64121	Electric
rwhobrey@nam-zim.com	apartment	135		74	00984	Electric
rwitten@nam-zim.com	condominium	1183	77	75	93645	
rwolfgramm@nam-zim.com	house	1404			22514	Fuel Oil
rwolny@funholding.com	house	1723			12729	Electric,Gas,Fuel Oil
rworlds@singletechno.com	house	4779	70	72	16692	Electric,Gas
rworlds@zoomit.com	apartment	2997	73		86336	Electric,Gas
ryaw@sonron.com	apartment	1039		74	64670	Electric,Gas,Steam
ryum@warephase.com	house	148	73	73	17585	Fuel Oil
rzane@zencorporation.com	apartment	973		72	56533	Gas
rzurcher@scotfind.com	apartment	978			48061	Electric,Gas
sadkin@codehow.com	condominium	883	66	69	14803	Electric,Gas,Fuel Oil
sadkin@ontomedia.com	house	2041	74	71	55436	
sadkin@rangreen.com	house	972			13415	
sagramonte@donquadtech.com	house	3566	68		67505	Gas
sagramonte@groovestreet.com	apartment	343	68	73	45255	Electric,Steam
salbares@donware.com	apartment	436	71		20886	
samigon@labdrill.com	condominium	1035		74	76958	Electric,Gas
sandreason@goodsilron.com	mobile_home	294	73	73	03106	Electric,Gas
sandreason@scotfind.com	mobile_home	448	75	73	98082	Gas
sangalich@faxquote.com	house	793	70	73	01438	Fuel Oil
sangalich@stanredtax.com	mobile_home	301	77	73	97272	Electric
sasar@codehow.com	condominium	942	69	74	83223	Electric,Gas
sauber@ontomedia.com	condominium	1368	73	73	92314	
sauffrey@xx-holding.com	house	158	71	75	65634	
sbachman@xx-holding.com	townhome	953	72	71	18245	
sbarfield@kan-code.com	apartment	889	72		61943	Fuel Oil
sbennick@lexiqvolax.com	house	813		72	51343	Electric,Gas,Fuel Oil
sberganza@betatech.com	apartment	747			97042	Electric
sberganza@donquadtech.com	apartment	1583	76	72	32092	Electric,Gas
sberlanga@rangreen.com	house	1249	73	75	66543	Electric,Steam
sberlanga@rantouch.com	house	1185			99561	Gas
sberray@zotware.com	house	629	68		16743	
sbevelacqua@konmatfix.com	apartment	1773	67	73	13691	Gas
sbirkner@toughzap.com	house	1264	72	75	50587	Gas
sblackwood@stanredtax.com	townhome	104	75		83114	Electric
sblunk@ganjaflex.com	apartment	1366	76	75	51467	Gas
sbolognia@sunnamplex.com	townhome	1101	71	76	18109	Electric
sbookamer@doncon.com	townhome	859	71		00785	
sbookamer@green-plus.com	apartment	952	78	74	57015	
sboord@doncon.com	apartment	1062	65		04854	Electric
sboulter@finhigh.com	mobile_home	486	77	75	44135	Electric
sbourbon@fasehatice.com	townhome	645	73	73	16925	Electric
sbowley@donware.com	condominium	1331	76	76	13668	Gas,Fuel Oil
sbreland@newex.com	condominium	1359	66	74	27820	Electric,Gas,Steam
sbriddick@condax.com	house	259	72		35615	
sbrucato@opentech.com	apartment	638	76		77375	Electric
sbruschke@toughzap.com	house	1740	70	72	54311	Gas
sbubash@toughzap.com	house	612	70		63860	
sbuemi@dalttechnology.com	apartment	478	69	75	61858	Gas
scaldarera@treequote.com	house	2851	69	73	19547	
scanlas@warephase.com	condominium	744	71		13141	
scartan@streethex.com	apartment	369	68		08804	Electric,Gas
scartan@treequote.com	house	1010	69	73	77481	Electric
scentini@ron-tech.com	apartment	1001	73	73	17090	Electric,Gas
schaffins@golddex.com	house	1614			73301	Electric
schaffins@xx-holding.com	house	261	75	73	33417	Gas
schesterfield@zencorporation.com	apartment	403	69		06468	Gas
scloney@konmatfix.com	house	1410	71	71	03837	
scolaizzo@dambase.com	house	916		73	79008	Electric,Gas
scomnick@zencorporation.com	apartment	1017	70	72	77065	Electric,Gas
scookey@stanredtax.com	apartment	468	74	69	27355	Electric,Gas,Steam
scork@j-texon.com	apartment	435	72	74	99790	Gas
scorrington@donware.com	house	2483	69		49895	
scorrington@goodsilron.com	apartment	864		75	66220	Electric
sdegonia@yearin.com	house	787	67	71	34428	Gas
sdegroot@hatfan.com	house	1796	73	74	50361	Electric,Gas
sdeleo@betasoloin.com	house	911	72	75	72417	Electric,Gas
sdeleo@streethex.com	house	1466	70		58540	Electric,Gas
sdeleo@xx-zobam.com	townhome	87	71	68	27613	Electric,Gas
sdemesa@dalttechnology.com	house	1599	75		53069	Electric
sdevreese@streethex.com	townhome	2648	70	76	33037	Electric,Gas
sdewar@sonron.com	house	877	72	72	43125	Gas
sdhamer@fasehatice.com	house	145	69	72	62663	
sdiestel@funholding.com	condominium	1060	72	70	00544	Electric,Gas
sdilello@bioplex.com	apartment	529		72	78752	
sdopico@conecom.com	house	565	75		12031	Electric,Gas,Fuel Oil
sdopico@faxquote.com	apartment	805			27889	Gas
sdorshorst@betasoloin.com	townhome	795	70	76	53581	
sdrymon@j-texon.com	house	747	72	70	11795	Gas
sduenas@cancity.com	house	1524	67		27866	Electric
sduenas@plussunin.com	house	1918	76		01059	
sehmann@labdrill.com	apartment	1463	72	75	33146	
sehmann@treequote.com	apartment	530	69	69	73009	Electric
semigh@finjob.com	condominium	1396	72		45695	Electric
sengelberg@rundofase.com	apartment	1528	70	68	23307	Steam,Fuel Oil
sengelberg@sunnamplex.com	house	1614	76	74	36345	
sfallick@warephase.com	mobile_home	401	75	69	76261	Fuel Oil
sfarrar@newex.com	condominium	797	70	72	24535	Gas
sfelger@fasehatice.com	house	1720	76	72	49448	Electric
sfelger@plusstrip.com	house	1346	75	76	14647	Electric,Gas
sferencz@isdom.com	condominium	959	68		97131	Gas
sferrario@dalttechnology.com	house	809			76004	Gas
sferrario@inity.com	apartment	380	71	70	49027	Gas
sfillingim@finjob.com	townhome	1208	72		59926	Electric
sflosi@goodsilron.com	townhome	1990	72		13367	
sfrankel@fasehatice.com	townhome	2251	73	74	79401	
sfrey@openlane.com	townhome	734	69		66115	
sfritz@scotfind.com	apartment	920	73	69	50528	Electric
sfunnell@newex.com	house	1839	64	74	84201	
sgarufi@rundofase.com	apartment	392	76		70660	Electric,Gas
sgehrett@dontechi.com	mobile_home	510	70	73	92049	
sgellinger@ganjaflex.com	townhome	977	65	72	53215	Gas
sgellinger@rundofase.com	house	1452		73	90711	
sgesick@kinnamplus.com	townhome	1375	71	71	63437	Gas
sgibes@rantouch.com	apartment	1709	66		73521	Electric
sgillian@silis.com	house	2102	75		64081	Electric,Gas
sgleich@doncon.com	mobile_home	336	73	74	34228	Electric
sgleich@zoomit.com	apartment	164	73	73	61345	Electric,Gas
sgochal@goodsilron.com	townhome	591	68	73	78076	Gas
sgoldammer@j-texon.com	house	1595	72	76	20757	Gas
sgoldammer@silis.com	house	3409		72	32080	
sgrenet@sonron.com	house	1709	73	75	20526	Electric,Gas,Fuel Oil
shalter@groovestreet.com	house	2300		72	80139	Electric
shalter@zathunicon.com	house	1282	68	74	53597	
shamilton@conecom.com	apartment	1062	77	68	41858	Gas
sharoldson@sonron.com	townhome	976	74	72	28530	Gas
sharoldson@yearin.com	apartment	991	68	73	31729	Electric
sharoldson@zoomit.com	apartment	382	73	72	75205	
shauenstein@scotfind.com	house	3349	69	70	33935	Electric,Gas
shengel@konex.com	condominium	749	74	73	39635	Gas
shidvegi@yearin.com	house	103	70	74	74013	Electric
shirpara@betatech.com	house	2027	71	69	68128	
shirpara@cancity.com	apartment	1080	76	71	51027	Electric
shochard@ganjaflex.com	townhome	1433	71		37810	Gas
shoogland@scottech.com	mobile_home	531			27107	Steam
shoopengardner@doncon.com	townhome	134	74		56647	Gas
shughey@zotware.com	house	110		73	12301	Electric
shusser@streethex.com	apartment	408	76		00738	Electric
sinouye@golddex.com	house	775	74		49876	Electric,Gas,Steam
sisaacs@betatech.com	apartment	989	74	72	79910	Gas
sjacobos@nam-zim.com	mobile_home	327	76		44430	Gas,Fuel Oil
sjayson@ron-tech.com	townhome	646	70	73	07198	Electric,Steam
sjeanty@scotfind.com	townhome	1855			15331	
sjeanty@sonron.com	apartment	413	70	74	41759	Electric,Gas
sjulia@openlane.com	apartment	2434	75	73	80465	
sjurney@cancity.com	house	1228		75	20393	Gas
sjuvera@year-job.com	house	624	72	76	83719	
skaniecki@xx-zobam.com	house	2168	65	73	48215	Gas
skarpin@konmatfix.com	apartment	674	71		15213	Steam
skeetch@scotfind.com	apartment	381	74	76	75364	Electric,Steam
skiel@sumace.com	townhome	1637	74	75	45298	Gas
skiel@zoomit.com	house	1229			99549	
skines@donquadtech.com	townhome	2154	77	75	01866	Gas
skines@plussunin.com	mobile_home	108	71	75	61725	Fuel Oil
skitzman@fasehatice.com	condominium	1078		70	74931	
skitzman@finhigh.com	house	143	69	72	04672	
sklang@conecom.com	townhome	1742		73	75082	Electric,Gas
sklimek@golddex.com	apartment	1087	67	71	27949	Fuel Oil
skolmetz@rangreen.com	townhome	1284	73	74	15437	Gas
skorando@codehow.com	apartment	862	76	72	05253	Gas,Fuel Oil
skownacki@hatfan.com	apartment	334			28651	Electric
slatzke@mathtouch.com	apartment	581	72	71	31751	Electric
sleinenbach@plussunin.com	apartment	982	71	75	29378	Gas
sleto@fasehatice.com	townhome	113	72	69	72303	Electric
slinahan@toughzap.com	house	1767	72		04273	
slindall@rundofase.com	townhome	659	67	73	35131	Steam
slipke@silis.com	house	1684	70	72	75487	Electric
sliukko@stanredtax.com	apartment	452	76	74	25908	
sloder@kan-code.com	apartment	755	72		61202	
slorens@openlane.com	house	2009	73		20733	Gas
slouissant@lexiqvolax.com	house	2348	70	76	65321	Electric,Gas
sluczki@cancity.com	mobile_home	461	74	75	03031	Electric,Steam,Fuel Oil
sluczki@codehow.com	apartment	1940	72		20124	Electric
slukasik@dontechi.com	condominium	844	66	72	33065	Electric
slukasik@finjob.com	house	715	68	75	85012	
slungren@nam-zim.com	townhome	115	71		37096	
slungren@ron-tech.com	apartment	68	73	75	87746	Electric
smaclead@j-texon.com	house	204	76	76	92055	Fuel Oil
smaclead@plusstrip.com	mobile_home	129	74		63375	Electric,Gas
smai@newex.com	condominium	498	75	74	79013	Electric
smaile@inity.com	apartment	834	71	73	33247	Electric,Gas,Fuel Oil
smaisto@sonron.com	apartment	1642	68		20508	Electric,Gas,Fuel Oil
smalet@golddex.com	condominium	2565	73	72	62028	Electric
smanno@blackzim.com	townhome	838	67		68847	Electric
smanno@sonron.com	townhome	1620		72	16946	
