household_email	appliance_number	manufacturer_name	model	appliance_type	air_handler_types	eer	energy_source	hspf	seer	energy_source	capacity	temperature	btu
tlukasik@cancity.com	1	Cipsapex	Groquesticicator	Air Handler	heater,air_conditioner	8.6	Electric						6329
tlukasik@cancity.com	2	Untumicator WorldWide Corp.	Tupquestupan	Air Handler	air_conditioner,heatpump	2.3		19.9	43.2				7887
tlukasik@cancity.com	3	Unweropax Direct	Cippickower	Air Handler	heatpump,heater,air_conditioner	2.0	Gas	19.7	41.9				7817
tlukasik@cancity.com	4	Surerommazz International Company	Suptanistor	Water Heater						Electric	54.5	158	3728
tlukasik@cancity.com	5	Grorobewistor Holdings	Bartinewor	Air Handler	heatpump,heater		Electric	21.5	31.3				6454
tlukasik@cancity.com	6	Zeewerpicator Direct		Air Handler	air_conditioner	3.7							5138
tlukasik@finhigh.com	1	Tipwerimentor Holdings	Thrusipex	Water Heater						Thermosolar	12.7	114	8556
tlungren@donquadtech.com	1	Reweror Holdings Company	Qwikilepantor	Air Handler	air_conditioner	2.5							9136
tlungren@donquadtech.com	2	Winfropanover International		Water Heater						Thermosolar	38.8	179	11324
tlungren@donquadtech.com	3	Hapweristor Holdings Corp.	Upquestax	Air Handler	heater		Electric						11607
tlungren@donquadtech.com	4	Monpickex Group	Truwerefazz	Air Handler	air_conditioner	9.7							13587
tlungren@sunnamplex.com	1	Retinomman International Corp.	Varwerpimentor	Water Heater						Electric	80.2	110	11882
tmaclead@openlane.com	1	Tupkilor International Inc	Trurobplax	Air Handler	heatpump			22.7	50.6				6357
tmaclead@openlane.com	2	Surquestilistor Corp.	Growerazz	Air Handler	air_conditioner	1.3							5535
tmaclead@openlane.com	3	Tupdudar Direct	Inzapexar	Water Heater						Gas	16.6		5923
tmaclead@openlane.com	4	Surerommazz International Company	Qwijubilower	Air Handler	heater		Electric						4048
tmaile@zotware.com	1	Cipvenar Holdings Group	Grotanommower	Air Handler	heater		Electric						9812
tmaile@zotware.com	2	Truhupor Direct	Cipweradicator	Air Handler	heater		Electric						11919
tmaile@zotware.com	3	Kliericator International		Water Heater						Heat Pump	44.2	109	7406
tmaile@zotware.com	4	Upwerefower International	Surtinex	Water Heater						Thermosolar	96.9	168	8537
tmaile@zotware.com	5	Varjubower Corp.		Air Handler	heater		Electric						10326
tmaile@zotware.com	6	Emvenazz Holdings	Trutanepar	Air Handler	heatpump			18.3	43.8				11443
tmaile@zotware.com	7	Lomdimefentor Direct		Air Handler	air_conditioner	2.6							10793
tmaillard@bioholding.com	1	Retanower International Inc	Emeradover	Air Handler	heatpump			19.6	38.7				5396
tmaillard@bioholding.com	2	Grocadollan International	Thrutinower	Air Handler	air_conditioner	10.3							9901
tmaillard@bioholding.com	3	Kliericator International	Hapkilepex	Air Handler	heatpump			19.2	49.0				7474
tmaisto@konex.com	1	Unpickewex	Tiptumepentor	Air Handler	air_conditioner	3.0							8598
tmaisto@zathunicon.com	1	Zeemuninower WorldWide		Air Handler	heater,heatpump		Gas	21.8	67.3				8232
tmaisto@zathunicon.com	2	Dopwerpin	Refropackar	Water Heater						Thermosolar	55.1	90	6258
tmaisto@zathunicon.com	3	Parfropplower WorldWide Group	Emvenar	Water Heater						Thermosolar	45.3	98	5952
tmastella@zotware.com	1	Barjubentor Corp.	Tuphupepax	Water Heater						Electric	73.3	109	3643
tmccullan@zotware.com	1	Zeekilax	Tiperilax	Air Handler	heatpump,air_conditioner,heater	5.0	Electric	19.9	52.7				3933
tmcnease@finjob.com	1	Surmunamex WorldWide	Tuppebonar	Water Heater						Electric	20.9	192	5955
tmcnease@finjob.com	2	Doptumistor WorldWide Company	Monjubin	Air Handler	air_conditioner	1.7							7197
tmcnease@finjob.com	3	Winmunepar	Thrududin	Air Handler	heatpump			27.1	37.2				5646
tmcrae@isdom.com	1	Qwigliban Direct	Unhupaquazz	Air Handler	air_conditioner,heater	2.3	Electric						10146
tmcrae@isdom.com	2	Endpickaquower International		Water Heater						Heat Pump	29.5	108	6015
tmcrae@isdom.com	3	Emtumax Direct Inc	Emwerplover	Air Handler	heater		Electric						5479
tmeisel@faxquote.com	1	Incadex	Dopnipazz	Air Handler	air_conditioner	4.4							9828
tmeisel@faxquote.com	2	Truzapar Holdings Corp.	Monsapicator	Air Handler	heatpump			28.6	30.5				7730
tmeisel@faxquote.com	3	Cipwerpower WorldWide Company	Parpebewex	Water Heater						Heat Pump	56.8	161	7376
tmelnyk@newex.com	1	Truglibazz Direct	Inwerexentor	Air Handler	air_conditioner	4.7							12137
tmenter@dalttechnology.com	1	Montanewor Inc	Unzapimazz	Air Handler	heater,heatpump		Gas	26.4	60.8				12861
tmenter@dalttechnology.com	2	Montanex International	Indimedar	Water Heater						Gas	93.2		5523
tmenter@dalttechnology.com	3	Barpickepex International Inc		Air Handler	air_conditioner	3.2							8038
tmenter@dalttechnology.com	4	Upquestanan Company		Water Heater						Gas	26.7	147	7136
tmodzelewski@treequote.com	1	Rapsipin Direct Inc	Tipbanistor	Water Heater						Electric	64.9	197	2198
tmodzelewski@treequote.com	2	Supdudex International Inc	Frojubimex	Water Heater						Gas	76.5	193	2546
tmodzelewski@treequote.com	3	Winvenonar International	Surcadefor	Water Heater						Gas	15.4	202	1993
tmonarrez@bioplex.com	1	Qwidimower International	Adtinanin	Air Handler	heatpump			23.4	52.4				9373
tmonarrez@bioplex.com	2	Haphupazz Direct	Partanewover	Air Handler	heatpump			24.5	28.7				7957
tmonarrez@bioplex.com	3	Rapsipefar Direct Company	Haprobar	Air Handler	heater		Electric						5671
tmonarrez@codehow.com	1	Adnipover Holdings	Advenplin	Air Handler	heater		Electric						4262
tmonarrez@codehow.com	2	Tupvenax Direct	Tupkilin	Air Handler	air_conditioner	2.3							6123
tmonarrez@codehow.com	3	Survenilex WorldWide	Supbaninazz	Water Heater						Gas	60.2	98	4660
tmondella@zathunicon.com	1	Qwijubackicator WorldWide Company	Tipwerpex	Air Handler	heatpump			24.0	28.3				14128
tmotley@groovestreet.com	1	Dopcadegax Holdings	Qwitumazz	Water Heater						Electric	55.9	104	5867
tmotley@groovestreet.com	2	Barnipistor		Air Handler	heatpump			21.3	47.9				5500
tmotley@groovestreet.com	3	Hapkilantor	Emdiminicator	Water Heater						Heat Pump	61.4	142	6358
tmotley@groovestreet.com	4	Resapollower Holdings	Hapquestommantor	Air Handler	heater		Electric						5872
tmugnolo@plusstrip.com	1	Resapollower Holdings	Incadaquor	Water Heater						Electric	27.9	113	7757
tmugnolo@plusstrip.com	2	Barjubentor Corp.	Thrupickanor	Air Handler	heatpump			25.7	36.2				9898
tmugnolo@plusstrip.com	3	Varpebewicator Direct		Air Handler	heater		Electric						7874
tmunis@betatech.com	1	Winhupex Holdings Company	Froquestower	Air Handler	air_conditioner	7.1							7341
tmunis@betatech.com	2	Unhupicazz International Inc	Unwerexentor	Air Handler	air_conditioner	12.3							9164
tmunis@betatech.com	3	Barerepin Company	Tupsapupar	Air Handler	heatpump			21.5	33.0				9075
tmunis@betatech.com	4	Dopwerpentor Direct Corp.	Cipglibador	Air Handler	heatpump			18.2	56.3				6829
tmunis@faxquote.com	1	Dopzapentor Company	Zeequestar	Air Handler	heatpump			23.7	30.6				3657
tmunis@faxquote.com	2	Unglibicator Corp.	Inzapilor	Air Handler	heatpump			18.0	35.5				3872
tmunis@faxquote.com	3	Recadedin Direct	Tuprobanantor	Air Handler	heatpump			25.4	39.1				4553
tmunis@faxquote.com	4	Zeedimefantor International Company	Surweramor	Air Handler	air_conditioner,heater	3.5	Fuel Oil						8493
tmunis@faxquote.com	5	Upsapexan Group	Pardudanazz	Air Handler	air_conditioner	1.2							3555
tmunis@faxquote.com	6	Thrumunollover WorldWide	Zeetanex	Air Handler	heatpump			30.3	37.2				3815
tnachor@domzoom.com	1	Adsapedex WorldWide Company	Varglibor	Water Heater						Gas	17.3	117	10966
tnachor@finjob.com	1	Adcadackor Direct Company	Lomkilicicator	Air Handler	air_conditioner	4.6							5214
tnachor@finjob.com	2	Rapjubepower WorldWide	Hapdimicentor	Air Handler	heatpump			21.1	57.1				3889
tnachor@finjob.com	3	Endbanar WorldWide	Tupwerpopor	Air Handler	heater		Electric						5523
tnachor@finjob.com	4	Lomcadar Corp.	Parpickaquor	Water Heater						Gas	37.2	118	5908
tnachor@year-job.com	1	Barvenar Inc	Wintinicator	Air Handler	air_conditioner,heatpump	1.2		26.0	43.3				4757
tnachor@year-job.com	2	Barpickamentor	Supjubax	Water Heater						Gas	22.6	201	3017
tnachor@year-job.com	3	Winglibower Company	Adglibanar	Air Handler	heatpump,heater,air_conditioner	2.4	Gas	21.0	43.7				4416
tnayar@statholdings.com	1	Supquestollazz Holdings Corp.	Embanupicator	Air Handler	heater		Fuel Oil						14123
tneither@nam-zim.com	1	Tupsipimower International Inc	Tipdudackan	Water Heater						Electric	13.6	169	8932
tnicolozakes@kinnamplus.com	1	Frodimex Holdings	Windudistor	Air Handler	heatpump,heater		Electric	27.3	46.0				7432
tnievas@zoomit.com	1	Uppebor Company	Supwerpopover	Air Handler	heatpump			22.1	25.1				11070
tnievas@zoomit.com	2	Tiphupex Direct	Kliwerpanazz	Air Handler	heatpump			28.5	37.3				7960
tnievas@zoomit.com	3	Zeeglibadar Holdings Corp.		Water Heater						Electric	11.4	159	7943
tohms@statholdings.com	1	Hapvenantor International Company	Varquestewor	Air Handler	heatpump			23.1	45.7				13423
toldroyd@rantouch.com	1	Frowerpexentor Direct	Cipvenommistor	Air Handler	heater,heatpump		Electric	12.3	42.1				11447
toldroyd@rantouch.com	2	Endsipepazz Direct	Adsipinower	Air Handler	heatpump,air_conditioner	11.8		22.4	41.6				11982
toldroyd@rantouch.com	3	Undudower WorldWide		Air Handler	heatpump			14.7	46.9				5297
toldroyd@rantouch.com	4	Rebanackower Direct	Endquestanex	Air Handler	heatpump			25.4	37.1				7233
toldroyd@rantouch.com	5	Adpickover International	Fronipazz	Water Heater						Gas	31.1	170	9308
toldroyd@rantouch.com	6	Varkilantor International	Enddudantor	Air Handler	heatpump			27.4	35.0				8727
toldroyd@rantouch.com	7	Cippebimicator Corp.	Infropexazz	Air Handler	heatpump,air_conditioner	5.9		19.8	43.9				11538
toldroyd@zotware.com	1	Adtanollor Corp.	Zeeweristor	Air Handler	heater		Electric						9271
toldroyd@zotware.com	2	Bartinistor WorldWide	Thrutumimover	Air Handler	air_conditioner	3.0							8188
toldroyd@zotware.com	3	Unpebewin Direct Corp.	Varpebaquazz	Air Handler	air_conditioner	2.6							9002
toles@domzoom.com	1	Inquestedgentor		Air Handler	heater		Electric						10252
tonofrio@rangreen.com	1	Zeedimefantor International Company	Rapwerexax	Air Handler	air_conditioner	10.1							10099
tonofrio@rangreen.com	2	Inmunopax Holdings Inc	Barcadplex	Air Handler	heatpump			29.5	43.6				11049
tonofrio@rangreen.com	3	Unrobexower Corp.	Haphupower	Air Handler	heatpump			29.0	41.1				9389
tostolaza@donware.com	1	Uptinover	Lomsipicin	Air Handler	heatpump			24.6	55.5				6719
tostolaza@donware.com	2	Frosipazz International Company	Partinadan	Water Heater						Thermosolar	10.9	101	6457
tostolaza@donware.com	3	Doptaninin Holdings Inc	Frotumistor	Water Heater						Electric	23.2	114	7381
tostolaza@donware.com	4	Trubanilex	Varnipegin	Air Handler	air_conditioner	10.2							7707
tpagliuca@conecom.com	1	Haprobedgazz	Winzapupantor	Water Heater						Thermosolar	43.6	131	4655
tpagliuca@conecom.com	2	Rewerpackin Holdings Corp.	Growerpedgazz	Air Handler	heater,heatpump		Electric	24.9	29.9				8951
tpagliuca@conecom.com	3	Dopwerpentor Direct Corp.	Inkilantor	Air Handler	heater		Electric						4979
tpalaspas@bioplex.com	1	Uphupentor Holdings	Uprobax	Air Handler	heater,heatpump		Electric	23.6	43.1				11870
tpalaspas@cancity.com	1	Grovenicator		Air Handler	heater		Fuel Oil						6568
tpalaspas@cancity.com	2	Cipmunonover Holdings	Wintanistor	Air Handler	air_conditioner	4.4							5755
tpalaspas@cancity.com	3	Inrobentor WorldWide	Uncadicentor	Air Handler	heater		Gas						8051
tpalaspas@cancity.com	4	Trupebin Holdings Group	Tupbanower	Air Handler	air_conditioner	5.7							6838
tpalaspas@golddex.com	1	Adpickegentor Holdings	Parglibedentor	Air Handler	heatpump,heater		Gas	24.0	48.5				13818
tpapasergi@zoomit.com	1	Unquestewan Direct		Air Handler	heater		Gas						1625
tpapasergi@zoomit.com	2	Adwericower Direct Inc		Water Heater						Gas	53.2	143	1630
tpapasergi@zoomit.com	3	Bartumentor International	Updudex	Air Handler	air_conditioner	1.0							1882
tparvis@scottech.com	1	Rapdudackower Holdings Group	Monnipefazz	Water Heater						Electric	11.8	109	7330
tparvis@scottech.com	2	Parvenistor Direct Inc	Klifropax	Water Heater						Electric	23.6	101	8321
tparvis@scottech.com	3	Emtinicator WorldWide	Enderinover	Air Handler	heatpump			24.6	43.7				8589
tparvis@scottech.com	4	Tupnipopar	Thruquestegower	Water Heater						Gas	36.5	105	6883
tperin@betatech.com	1	Parquestantor Holdings Group	Unzapadantor	Air Handler	heater		Electric						5910
tperin@betatech.com	2	Unquestower	Barmunin	Air Handler	heatpump,heater		Gas	23.8	48.9				5090
tperin@betatech.com	3	Dopsipentor Direct Corp.	Fropebonover	Water Heater						Electric	10.5	93	4760
tperruzza@ron-tech.com	1	Retumicower	Parpickicover	Air Handler	heatpump			21.1	50.1				5003
tperruzza@ron-tech.com	2	Rapjubepower WorldWide	Lombananentor	Air Handler	heatpump			21.9	20.9				4578
tperruzza@ron-tech.com	3	Montanex International	Tupmuninover	Air Handler	air_conditioner	1.9							5336
tperruzza@ron-tech.com	4	Thrucadedor Direct	Refropower	Air Handler	heater,air_conditioner	2.1	Fuel Oil						8330
tperruzza@ron-tech.com	5	Supbanefower Holdings Corp.	Cipwerover	Air Handler	heater		Electric						5685
tperruzza@ron-tech.com	6	Cipnipefistor International		Air Handler	heatpump,heater,air_conditioner	8.8	Electric	15.7	56.7				6778
tperruzza@ron-tech.com	7	Klikilar Holdings	Endhupexin	Water Heater						Gas	90.1	116	3268
tperruzza@ron-tech.com	8	Monnipistor	Thruweredan	Air Handler	air_conditioner	1.1							4225
tperruzza@ron-tech.com	9	Suprobefax WorldWide Company	Frodimedover	Air Handler	air_conditioner,heater,heatpump	10.0	Electric	22.7	54.8				7231
tpolidori@toughzap.com	1	Thrupickadicator WorldWide	Lomjubazz	Air Handler	air_conditioner	2.6							12349
tpugh@xx-holding.com	1	Tupmunedgantor Inc	Adfropentor	Air Handler	heater		Fuel Oil						8471
tpugh@xx-holding.com	2	Surzapar WorldWide		Air Handler	air_conditioner,heatpump	6.6		24.3	43.1				13922
tpugh@xx-holding.com	3	Hapwerommin Group	Trurobplax	Air Handler	heatpump			21.8	65.1				8236
tpugh@xx-holding.com	4	Klirobentor	Enddudaquor	Air Handler	air_conditioner	2.1							7801
tradde@j-texon.com	1	Parjuban WorldWide Corp.	Supdimimazz	Air Handler	air_conditioner	13.6							13308
trauser@sunnamplex.com	1	Monjubin	Gropebewar	Water Heater						Electric	14.6	180	3280
trauser@sunnamplex.com	2	Rewerpackin Holdings Corp.	Unerinicator	Air Handler	heatpump,heater,air_conditioner	1.1	Electric	19.1	44.2				5483
trauser@sunnamplex.com	3	Varhupilor Holdings	Trududegor	Air Handler	heatpump			19.4	23.7				3415
treiber@dontechi.com	1	Rapjubepower WorldWide	Windudistor	Air Handler	air_conditioner	1.4							7291
treiber@dontechi.com	2	Indudan International	Gromunistor	Air Handler	heater		Electric						5719
treiber@dontechi.com	3	Supsapentor	Tupjubefex	Water Heater						Electric	13.9	102	5480
treiber@inity.com	1	Supsapentor	Winwerpazz	Water Heater						Thermosolar	25.1	133	6244
treiber@inity.com	2	Frorobex Holdings Group	Klipickewentor	Water Heater						Electric	15.9	262	6640
treiber@inity.com	3	Zeetanar International Group	Empebefazz	Air Handler	heater		Gas						6111
treiber@inity.com	4	Inkilex	Endhupackicator	Air Handler	heatpump,air_conditioner	2.6		24.7	34.3				9133
treiber@xx-holding.com	1	Lomtanar International	Wintumedex	Air Handler	heatpump			22.9	45.6				10169
treiber@xx-holding.com	2	Qwitanex WorldWide	Zeedudanax	Water Heater						Electric	56.6		8903
treiber@xx-holding.com	3	Insipador Direct	Doptanewantor	Air Handler	heater		Electric						9915
trentfro@newex.com	1	Barvenadower Holdings	Qwizapazz	Air Handler	heater		Electric						11283
trentfro@streethex.com	1	Admunaquax Holdings	Tiperexor	Air Handler	heater,heatpump		Gas	18.1	45.3				4733
trentfro@streethex.com	2	Reglibedgower	Barrobilazz	Air Handler	air_conditioner	1.1							2826
trentfro@streethex.com	3	Fromunommower Holdings Group	Tiprobicazz	Water Heater						Electric	53.2		2607
trestrepo@opentech.com	1	Varrobegower Company	Grosipicator	Water Heater						Gas	24.5	187	8264
trestrepo@opentech.com	2	Rewerpedan WorldWide Group	Emfropinor	Air Handler	heatpump			15.3	38.4				10480
trestrepo@opentech.com	3	Surdimazz Holdings		Air Handler	heatpump			23.3	31.0				9583
trestrepo@opentech.com	4	Klikilollex Holdings	Barvenimistor	Water Heater						Electric	21.9	153	10034
trestrepo@opentech.com	5	Tuppebax International	Qwimunedgex	Water Heater						Heat Pump	41.3	108	8165
trestrepo@opentech.com	6	Froerin Holdings	Varfropan	Air Handler	heater		Gas						10404
trim@green-plus.com	1	Cipweraquentor	Rapsipopicator	Air Handler	air_conditioner	2.1							7904
trim@green-plus.com	2	Varbanonicator	Barbanimor	Air Handler	heatpump			21.4	41.0				8030
trim@green-plus.com	3	Sursipackistor WorldWide	Tuperewar	Air Handler	air_conditioner	5.1							6351
trim@kan-code.com	1	Thrukilopor International	Tuperazz	Air Handler	air_conditioner	2.9							3437
trim@kan-code.com	2	Grofropistor Direct Company	Unfropover	Air Handler	air_conditioner	1.0							5072
trim@kan-code.com	3	Surtanover Direct Group		Air Handler	heatpump			29.5	43.1				4277
trim@sunnamplex.com	1	Upwerefower International	Rerobegantor	Air Handler	heatpump			19.6	55.2				7441
trim@sunnamplex.com	2	Monhupamar Inc		Air Handler	heatpump			24.7	42.1				7244
trim@sunnamplex.com	3	Remunegan Holdings	Grokilex	Air Handler	heatpump			29.1	45.8				5658
trodeigues@yearin.com	1	Inweristor WorldWide		Air Handler	heater		Electric						10525
trodeigues@yearin.com	2	Tiphupantor WorldWide Inc	Cipzapistor	Air Handler	heatpump			17.5	38.6				12429
trodeigues@yearin.com	3	Tiphupar WorldWide Group	Barkilor	Air Handler	air_conditioner	2.1							9641
trodeigues@yearin.com	4	Hapkilantor	Thruwerpewantor	Air Handler	heatpump			21.8	35.9				9937
trodenberger@hottechi.com	1	Fropebepantor Inc	Emgliban	Air Handler	heatpump			22.8	37.6				11189
trodenberger@ontomedia.com	1	Upsipazz Holdings Inc	Klipickilar	Air Handler	air_conditioner	6.1							3532
trodenberger@ontomedia.com	2	Trubanilex	Haphupplin	Air Handler	air_conditioner	0.9							5154
trodenberger@ontomedia.com	3	Thrumunollover WorldWide	Klipickazz	Air Handler	heater,air_conditioner	5.6	Electric						7820
trodenberger@ontomedia.com	4	Rewerpackin Holdings Corp.	Qwijubopower	Air Handler	heater		Gas						4104
trodenberger@ontomedia.com	5	Inquestan	Unpebepantor	Air Handler	heatpump			23.9	54.8				5489
trodenberger@ontomedia.com	6	Cipnipollistor	Truerollower	Air Handler	air_conditioner	5.8							4593
troyster@faxquote.com	1	Partinazz	Rapquestegentor	Air Handler	air_conditioner	6.3							6944
troyster@funholding.com	1	Zeekilax		Water Heater						Thermosolar	76.4	217	13739
troyster@stanredtax.com	1	Haprobicator	Thruerommower	Air Handler	heatpump			16.7	48.6				5254
troyster@stanredtax.com	2	Inpebax Direct	Cipdimanazz	Air Handler	air_conditioner,heater	1.6	Fuel Oil						6945
troyster@stanredtax.com	3	Truerefar International	Barkilopower	Air Handler	air_conditioner	1.0							3929
tsahagun@inity.com	1	Qwieristor Company		Air Handler	air_conditioner	11.6							14006
tsahagun@kinnamplus.com	1	Parhupar	Adfropackantor	Water Heater						Thermosolar	36.2	185	12905
tsahagun@nam-zim.com	1	Surquestilistor Corp.	Tipdudimex	Air Handler	heater,air_conditioner,heatpump	4.5	Electric	21.3	42.8				5811
tsahagun@nam-zim.com	2	Qwitanex WorldWide	Adkilaquantor	Air Handler	heater,heatpump		Gas	16.2	28.9				5694
tsahagun@nam-zim.com	3	Zeetinexower International	Klipebazz	Air Handler	air_conditioner	1.3							4039
tsaras@goodsilron.com	1	Adsapedex WorldWide Company	Hapwerpadantor	Air Handler	heater		Electric						9788
tsawchuk@opentech.com	1	Rapsipefar Direct Company	Qwiquestackantor	Air Handler	heatpump			28.0	50.9				9195
tschoeneck@inity.com	1	Varwerilicator	Thrudimommin	Air Handler	heatpump			32.3	54.3				7169
tsemidey@bioplex.com	1	Grocadollan International	Thruwerilentor	Air Handler	heatpump,heater		Gas	24.3	50.0				6272
tsemidey@bioplex.com	2	Trupebin Holdings Group	Parhupedgan	Air Handler	air_conditioner	1.1							4033
tsemidey@bioplex.com	3	Truglibazz Direct	Addimicax	Air Handler	heatpump			22.7	45.5				4331
tsemidey@ontomedia.com	1	Surjubar Company	Emwerpinantor	Air Handler	air_conditioner	2.0							6862
tsengbusch@singletechno.com	1	Zeejubex WorldWide	Klirobackistor	Water Heater						Electric	11.6		9848
tsengbusch@singletechno.com	2	Varkilepover Direct	Emmunex	Water Heater						Electric	19.6	111	7553
tsengbusch@singletechno.com	3	Tuppebinistor WorldWide	Lomjubentor	Air Handler	heatpump			15.1	43.3				7523
tsengbusch@singletechno.com	4	Cipmunax	Grojubadower	Air Handler	air_conditioner	4.9							9020
tsengbusch@statholdings.com	1	Lomquestadan International	Surtanar	Water Heater						Gas	49.4	143	3635
tsengbusch@statholdings.com	2	Haprobicator	Doptumadax	Air Handler	heatpump			19.7	39.3				4488
tsengbusch@statholdings.com	3	Unvenefor Group		Air Handler	air_conditioner	2.9							4538
tshealy@konmatfix.com	1	Adnipover Holdings	Trutumistor	Air Handler	heatpump			15.0	12.0				7476
tshealy@konmatfix.com	2	Endcadan	Tupwerpopin	Air Handler	air_conditioner	1.8							6934
tshealy@konmatfix.com	3	Dopsipplentor Corp.	Innipilax	Air Handler	air_conditioner	9.9							8347
tshealy@konmatfix.com	4	Happickicator Direct		Water Heater						Thermosolar	63.1	189	7766
tshields@warephase.com	1	Dopquestimentor Direct	Thrupebax	Air Handler	heater		Electric						5470
tshields@warephase.com	2	Varsipazz Direct	Tippickover	Water Heater						Electric	44.6	110	6805
tshields@warephase.com	3	Dopmunazz	Endcadilan	Air Handler	heatpump,heater		Gas	20.2	52.3				8198
tshields@warephase.com	4	Varkilantor International		Air Handler	air_conditioner	2.6							5721
tshin@inity.com	1	Retanar	Supvenadentor	Air Handler	air_conditioner	2.3							9974
tshin@inity.com	2	Rehupegazz	Klidudewar	Air Handler	heatpump			25.4	28.7				9818
tshin@inity.com	3	Raperewex Holdings	Zeetumopex	Air Handler	heater		Gas						5305
tshin@inity.com	4	Parveninor Direct Corp.		Air Handler	air_conditioner	4.8							10736
tshinko@scotfind.com	1	Winbanower WorldWide Corp.	Tipbanistor	Air Handler	air_conditioner	1.4							5893
tshinko@scotfind.com	2	Monpebefazz WorldWide	Winsipex	Air Handler	heatpump			15.0	61.8				6713
tshinko@scotfind.com	3	Upkilex Holdings		Water Heater						Thermosolar	29.4	103	7082
tskulski@golddex.com	1	Endtumin	Emquestor	Air Handler	air_conditioner,heater	1.1	Fuel Oil						4137
tskulski@golddex.com	2	Tupwerpin WorldWide	Varcadommistor	Air Handler	air_conditioner	1.1							1589
tskulski@golddex.com	3	Endtinan	Adwerazz	Air Handler	heater,air_conditioner,heatpump	0.8	Gas	15.9	48.0				3107
tskulski@openlane.com	1	Adpickover International		Air Handler	air_conditioner	4.5							5064
tskulski@openlane.com	2	Thrucadantor WorldWide		Air Handler	heater,air_conditioner	6.4	Electric						10599
tskulski@openlane.com	3	Parfropazz Direct	Parmunanicator	Air Handler	heatpump,air_conditioner	2.3		20.6	27.2				11913
tslayton@opentech.com	1	Tupdudower	Adrobepazz	Air Handler	heatpump			21.9	42.7				6811
tslayton@opentech.com	2	Ciptumicover Holdings	Haperopower	Air Handler	heater		Gas						5504
tslayton@opentech.com	3	Inbanower Holdings	Grovenadistor	Air Handler	heatpump			18.7	34.1				3747
tslayton@sumace.com	1	Parquestin International	Varmunamex	Air Handler	air_conditioner	6.3							18259
tspringe@zotware.com	1	Cipmunackex International	Thrusapar	Air Handler	air_conditioner	2.0							7640
tspringe@zotware.com	2	Monwerexan International Corp.	Dopsipax	Water Heater						Gas	12.1		7605
tspringe@zotware.com	3	Tiptinar Inc	Froerin	Air Handler	heatpump			25.4	42.0				6999
tstem@rangreen.com	1	Rapnipegex International	Adwerewistor	Air Handler	air_conditioner	5.3							5842
tstem@rangreen.com	2	Hapweran International	Dopbanower	Air Handler	heater		Electric						3770
tstem@rangreen.com	3	Parsipicator Company	Trukilicor	Air Handler	heater		Electric						5656
tstem@rangreen.com	4	Klijubar Holdings	Advenplar	Water Heater						Gas	15.2	163	4989
tstem@rangreen.com	5	Endglibupentor Holdings Group		Air Handler	heater,heatpump		Gas	27.4	50.3				7706
tstem@rangreen.com	6	Winjubentor Direct Group	Groquestantor	Water Heater						Heat Pump	68.9		5586
tstem@rangreen.com	7	Inwerpover	Montinplistor	Air Handler	heatpump			22.8	33.2				5903
tstem@rangreen.com	8	Klibanicator	Parwerponentor	Air Handler	air_conditioner	1.3							7466
tstem@rangreen.com	9	Varbanower International	Retumamentor	Air Handler	air_conditioner	2.0							7419
tstenseth@conecom.com	1	Monrobor Direct	Suphupor	Air Handler	heatpump			22.1	46.8				6333
tstenseth@conecom.com	2	Intanimax International Company	Supsapanex	Air Handler	heatpump			17.5	19.4				8243
tstenseth@conecom.com	3	Surzapefax WorldWide	Tupglibin	Air Handler	heater,air_conditioner	6.5	Electric						9638
tstenseth@conecom.com	4	Cippebollower WorldWide	Zeezapepazz	Air Handler	heatpump			25.1	56.6				6753
tstenseth@conecom.com	5	Adwericower Direct Inc		Air Handler	air_conditioner	5.0							7660
tstenseth@conecom.com	6	Barsipicator WorldWide		Water Heater						Electric	50.7	112	6578
tstorment@yearin.com	1	Adsipistor Direct	Winerimazz	Air Handler	air_conditioner	3.4							9942
tstrassner@funholding.com	1	Unpickewex	Zeequestan	Water Heater						Gas	19.2	158	7040
tstuer@singletechno.com	1	Monquestazz	Surcadower	Air Handler	air_conditioner	12.9							8266
tstuer@singletechno.com	2	Unquestor Direct Inc	Kliquestimistor	Water Heater						Electric	40.8	208	9837
tstuer@singletechno.com	3	Parrobollazz	Upsapegar	Air Handler	heater		Electric						9557
tsuell@finhigh.com	1	Haphupentor Company	Endpebexar	Water Heater						Thermosolar	21.9	126	12207
tsuell@rangreen.com	1	Supsapedicator Holdings		Air Handler	heatpump			17.2	28.4				11918
tsuell@xx-zobam.com	1	Zeezapefin		Water Heater						Thermosolar	13.8	114	12627
tsyrop@ganjaflex.com	1	Parsipicator Company	Adpebommazz	Air Handler	heatpump			19.9	40.1				8419
tsyrop@ganjaflex.com	2	Tupfropantor	Innipamax	Air Handler	air_conditioner	1.7							5934
tsyrop@ganjaflex.com	3	Surfropover	Parglibicantor	Air Handler	air_conditioner,heater	2.4	Electric						10851
tsyrop@ganjaflex.com	4	Empebupazz Direct	Intanommantor	Water Heater						Electric	70.1	306	7931
tsyrop@sunnamplex.com	1	Rebanackower Direct	Adhupan	Water Heater						Gas	43.5	238	5261
tsyrop@sunnamplex.com	2	Inquestaquover WorldWide	Kliwerpplower	Air Handler	air_conditioner	7.5							6238
tsyrop@sunnamplex.com	3	Winnipazz International Group	Hapglibepower	Air Handler	heater		Gas						5703
